,name,album,year,dance,acoustic,energy,instrumental,liveness,loudness,speech,tempo,valence,popularity,lyrics
231,Started From the Bottom,Nothing Was The Same (Deluxe),2013,0.794,0.0328,0.522,0.0,0.156,-7.829,0.159,86.318,0.567,53,"[Intro]Started—Zombie on the track[Chorus]Started from the bottom, now we're hereStarted from the bottom, now my whole team fuckin' hereStarted from the bottom, now we're hereStarted from the bottom, now the whole team here, niggaStarted from the bottom, now we're hereStarted from the bottom, now my whole team here, niggaStarted from the bottom, now we're hereStarted from the bottom, now the whole team fuckin' here[Verse 1]I done kept it real from the jumpLivin' at my momma's house, we'd argue every monthNigga, I was tryna get it on my ownWorkin' all night, traffic on the way homeAnd my uncle callin' me, like, ""Where you at?I gave you the keys, told you bring it right back”Nigga, I just think it's funny how it goesNow I'm on the road, half a million for a show, and we—[Chorus]Started from the bottom, now we're hereStarted from the bottom, now my whole team fuckin' hereStarted from the bottom, now we're hereStarted from the bottom, now the whole team here, niggaStarted from the bottom, now we're hereStarted from the bottom, now the whole team fuckin' hereStarted from the bottom, now we're hereStarted from the bottom, now the whole team here, nigga"
232,Wu-Tang Forever,Nothing Was The Same (Deluxe),2013,0.832,0.0474,0.427,0.0,0.101,-8.516,0.257,99.935,0.369,52,"[Intro](Machine gun rap for all my niggas in the back) Uh(Machine gun rap for all my niggas in the back) Uh(Machine gun rap for all my niggas in the back) Uh(Machine gun rap for all my niggas in the back) I[Chorus]I just love when I'm with youYeah, this shit is on tenWe used to be friends, girl, and even back thenYou would look at me with no hesitation and you'd tell meBaby, it's yours, nobody else'sYeah, this shit belong to nobodyIt's yours, nobody else'sYeah, this shit belong to nobody and thatWhat made me think about the game, girlAnd how I switched it up with a new thingYoung nigga came through on his Wu-TangAnd nowadays when I ask about who got itThey say it's yours, nobody else'sYeah, this shit belong to nobodyIt's yours, nobody else'sYeah, this shit belong to nobodyIt's yours, it's yours, it's yours, it's yoursThat's for sure, that's for sure (Yeah)It's yours, it's yours, it's yours, it's yoursThat's for sure, that's for sure"
233,Own It,Nothing Was The Same (Deluxe),2013,0.654,0.0487,0.342,3.37e-05,0.313,-11.305,0.101,103.064,0.294,50,"[Intro: PARTYNEXTDOOR]Own itIt's yoursIt's yours[Verse 1: Drake & PARTYNEXTDOOR]YoursYou're still the one that I adoreAin't much out there to have feelings forGuess whose it is? Guess whose it is? (Yours)Guess whose it is? Guess whose it is? YoursA few bottles on the table, a few watersIt ain't a secret, baby, everybody saw usGuess whose it is? Guess whose it is?Guess whose it is? It's yoursNext time we fuck, I don't wanna fuck, I wanna make loveNext time we talk, I don't wanna just talk, I wanna trustNext time I stand tall, I wanna be standin' for youAnd next time I spend, I want it all to be for you, ohPeakin', I'm peakin'Wake up with me this weekend, we can, ohGuess whose it is? Guess whose it is?Guess whose it is? It's yours[Chorus: PARTYNEXTDOOR]Own it, own it, own it, own itOwn it, own it, own it, own itOwn it, own it, own it, own itOwn it, own it, own it, I saidGo own that shit, own that shitOwn that shit, own that shitGo and own that shit, own that shitOwn that shit, you own that shit, go andOwn it, own it, own it, own itOwn it, own it, own it, own itOwn it, own it, own it, own itOwn it, own it, own it, own itGo own that shit, own that shitOwn that shitOwn that shit, own that shitOwn that shit"
234,Worst Behavior,Nothing Was The Same (Deluxe),2013,0.779,0.158,0.799,0.0,0.209,-6.359,0.15,109.944,0.414,51,"[Verse 1]Worst—Motherfucker never loved usFucker never loved usYou ain't know, now you know nowStill at it, scrub Js with a toothbrushShit, niggas still playing my old shitBut your shit is like the police askin' us questionsNigga, we don't know shitFlexin'—nigga, I'm just flexin'Nigga never loved usDo it look like we stressin'?Look at you, look at you and look at youAww, I'm glad that they chose us'Cause, man, it's a missionTryna fight to the finish just to see, am I finished?[Chorus]On my worst behavior, no?They used to never want to hear usRemember? Motherfucker never loved usRemember? MotherfuckerRemember? Motherfucker never loved usI'm on my worst behaviorDon't you ever get it fucked upMotherfuckers never loved usMan, motherfuckers never loved usWorst behaviorMotherfuckers never loved usFucker never loved usWorst behavior"
235,From Time,Nothing Was The Same (Deluxe),2013,0.738,0.626,0.491,0.0,0.126,-9.726,0.413,94.378,0.448,60,"[Verse 1: Jhené Aiko]What's up?Been a minute since we kicked it, you've been caught upWith them bitches, I don't get it, you're a star, loveYou shouldn't have to deal with thatI'd never make you feel like that'Cause[Chorus: Jhené Aiko]I love meI love me enough for the both of usThat's why you trust meI know you been through more than most of usSo what are youWhat are you, what are you so afraid of?Darling, youYou give, but you cannot take love[Verse 2: Drake]Yeah, I needed to hear that shit, I hate when you're submissivePassive aggressive when we're texting, I feel the distanceI look around the peers that surround me, these niggas trippingI like when money makes a difference but don't make you differentStarted realizing a couple places I could take itI want to get back to when I was that kid in the basementI want to take it deeper than money, pussy, vacationAnd influence a generation that's lacking in patienceI've been dealing with my dad, speaking of lack of patienceJust me and my old man getting back to basicsWe've been talking 'bout the future and time that we wastedWhen he put that bottle down, girl, that nigga's amazingWell, fuck it, we had a couple CoronasWe might have rolled a white paper, just something to hold usWe even talked about you and our couple of momentsHe said we should hash it out like a couple of grown-upsYou a flower child, beautiful child, I'm in your zoneLooking like you came from the seventies on your ownMy mother is sixty-six and her favorite line to hit me with is""Who the fuck wants to be seventy and alone?""You don't even know what you want from love anymoreI search for something I'm missing and disappear when I'm boredBut girl, what qualities was I looking for before?Who you settling for? Who better for you than the boy, huh?"
236,"Hold On, We're Going Home",Nothing Was The Same (Deluxe),2013,0.776,0.00415,0.413,2.68e-05,0.0724,-7.438,0.0952,100.003,0.287,62,
237,Connect,Nothing Was The Same (Deluxe),2013,0.683,0.408,0.488,0.0,0.132,-9.473,0.135,75.039,0.469,49,"[Spoken Intro: Shawn Lawrence]""There's three balls and a strikeHere's the pitchIt's belted deep to centerRevere goes back, jumps at the wall, and it's gone!""[Verse 1: Drake]Yeah, isn't it amazingHow you talk all this shit and we still lack communication?How beautiful our kids would be, girl, I don't need convincingHow every conversation starts with, ""This time will be different""Oh, oh, the idea is funOh, the idea is funOh, the idea is so fun every timeAt least we try for home run every time[Chorus: Drake]Swanging, eyes closed, just swangingSame city, same friends, if you're looking for meSame city, same friends, if you're lookingI'll be here, just swangingDon't talk to me like I'm famousAnd don't assume, 'cause I don't respect assumptions, babeI'm just tryna connect with somethin', babeYeah, swanging"
238,The Language,Nothing Was The Same (Deluxe),2013,0.831,0.0125,0.651,0.0,0.0809,-8.363,0.437,120.064,0.502,52,"[Intro: Drake]YeahYeah, yeahYeah, yeahYeah, yeahYeah, yeahLook, look[Verse 1: Drake]I don't know why they been lyin' but your shit is not that inspirin'Bank account statement just look like I'm ready for early retirementFuck any nigga that's talking that shit just to get a reactionFuck going platinum, I look at my wrist and it's already platinumI am the kid with the motor mouthI am the one you should worry 'boutI don't know who you're referring toWho is this nigga you heard about?Someone just talking that bullshitMan, someone just gave you the run-aroundNiggas downplayin' the moneyBut that's what you do when the money downI don't waste time puttin' money downI just go straight to who got it and buy it in cashPussy so good that you gotta come see me on tourAnd you gotta fly in first classThis has been years in the makin'It's all for the city, they know I come right every summerCash Money Records forever, I'm always big timin'Bitch, I came up right under Stunna, you know it"
239,305 To My City,Nothing Was The Same (Deluxe),2013,0.419,0.0567,0.494,0.0,0.144,-8.782,0.345,67.622,0.134,46,"[Intro]Drop down, drop-drop (Shit is real out here)Drop down, drop-dropDrop-drop-drop down, drop-dropGet it (Yeah)Get itDrop down, drop-drop[Chorus: Detail]Oooh, I got the 305 to my cityI get it, I get itI get it, I get itI swear that I get it, I get it, I get itWe did it, we did itWe did it, we did itWe so far from finishedI brought you right back just so we can relive it[Bridge: Drake]I get it, I get itI get it, I get itYour hustle don't ever go unnoticed, babyI'm with you, I'm with it, ohI get it, I get itI get it, I get itI get it, I get it"
240,Too Much,Nothing Was The Same (Deluxe),2013,0.637,0.173,0.569,0.0,0.18,-5.858,0.55,140.269,0.148,55,"[Chorus: Sampha]Don't think about it too much, too much, too much, too muchThere's no need for us to rush it throughDon't think about it too much, too much, too much, too muchThis is more than just a new lust for you(Oh, don't think about—)[Verse 1: Drake]Done sayin' I'm done playin'Last time was on the outroStuck in the house, need to get out moreI've been stackin' up like I'm fundraisingMost people in my position get complacentWanna come places with star girlsAnd they end up on them front pagesI'm quiet with it, I just ride with itMoment I stop having fun with it, I'll be done with itI'm the only one that's putting shots upAnd like a pot luck, you need to come with it, don't run from itLike H-Town in the summertime, I keep it one hundredMet a lot of girls in my times thereWord to Paul Wall, not one frontedI was birthed there in my first yearMan, I know that place like I come from itBackstage at Warehouse in '09 like, ""Is Bun coming?Fuck that, is anyone comin''Fore I show up there and there's no one there?""These days, I could probably pack itFor like twenty nights if I go in thereBack rub from my main thing, I've been stressed outTalkin' to her like back then they didn't want me, I'm blessed nowTalkin' to her like this drop, bet a million copies get pressed outShe tell me, ""Take a deep breathYou're too worried about being the best out"""
241,Pound Cake / Paris Morton Music 2,Nothing Was The Same (Deluxe),2013,0.521,0.139,0.762,1.11e-05,0.114,-6.75,0.534,164.289,0.264,54,
242,Come Thru,Nothing Was The Same (Deluxe),2013,0.558,0.159,0.468,0.0,0.586,-5.812,0.173,81.977,0.405,66,"[Intro]YeahWe had the type of nights where mornin' comes too soonAnd nothin' was the same[Verse 1]Watch me, goin' out of the way, when I shoulda went homeOnly time of the day I get to spend on my ownI was trippin' off how I used to sleep at ya cribShould drive by right where you live and pick you up on the wayWe ain't spoke in so long, prolly put me in the pastI can still get you wet, and I can still make you laughYou should call into work if that ain't too much to askI could pour you up a drink and we can burn somethin'[Chorus]Come through, come through, come through, come throughGirl you know we got thangs to doGirl you know we got thangs to doSo get your ass in that car and come throughKnow ya got that thang that I likeKnow ya, know ya got that thang that I likeCome through, come through, come throughGirl you know we got thangs to doGirl you know we got thangs to doSo get your ass in that car and come through"
243,All Me,Nothing Was The Same (Deluxe),2013,0.67,0.0705,0.515,0.0,0.25,-6.977,0.397,122.006,0.422,68,"[Produced by KeY Wane][Intro: Aziz Ansari]I'm really stepping up my gameThese bitches gotta start paying me for thisCan't get no more free, Randy[Chorus: Drake]Got everything, I got everythingI cannot complain, I cannotI don't even know how much I really made, I forgot, it's a lotFuck that, never mind what I gotNigga don't watch that 'cause I—Came up, that's all me, stay true, that's all me (yeah)No help, that's all me, all me for realCame up, that's all me, stay true, that's all me (2 Chainz)No help, that's all me, all me for real[Verse 1: 2 Chainz]Money on my mind, you should think the sameJ's on, pinky ring, dogging these hoes, I need quarantineIn the same league, but we don't ball the same(Ah) She want all the fame, I hear that shit all the timeShe said she love me, I said, ""Baby girl, fall in line""Okay, made a million off a dinner fork, watch me switch it upWalked in, ""Ill nigga alert! Ill nigga alert!""You need that work, I got that work, got bitches in my condoJust bought a shirt that cost a Mercedes-Benz car noteFrom the A to Toronto, we let the metal go offAnd my dick so hard it make the metal detector go offThis that sauce, this that dressingGivenchy, nigga, God bless youIf having a bad bitch was a crime, I'd be arrested (Tru)"
244,Tuscan Leather,Nothing Was The Same,2013,0.522,0.114,0.679,0.0,0.231,-5.401,0.405,79.849,0.296,58,"[Intro: Drake]YeahAlright, yeah[Verse 1: Drake]Comin' off the last recordI'm gettin' twenty million off the recordJust to off these records, nigga, that's a recordI'm livin' like I'm out here on my last adventurePast the present when you have to mentionThis is nothin' for the radio, but they'll still play it though'Cause it's that new Drizzy Drake, that's just the way it goHeavy airplay all day with no chorusWe keep it thorough, niggaRap like this for all of my borough niggasI reached the point where don't shit matter to me, niggaI reached heights that Dwight Howard couldn't reach, niggaPrince Akeem, they throw flowers at my feet, niggaI could go a hour on this beat, niggaYeah, I'm just as famous as my mentorBut that's still the boss, don't get sent forGet hype on tracks and jump in front of a bullet you wasn't meant for'Cause you don't really wanna hear me vent moreHot temper, scary outcomeHere's a reason for niggas that's hatin' without oneThat always let they mouth runBench players talkin' like starters, I hate itStarted from the bottom, now we here, nigga, we made itYeah, Tom Ford Tuscan Leather smellin' like a brickDegenerates, but even Ellen love our shitRich enough that I don't have to tell 'em that I'm richSelf-explanatory, you just here to spread the storyWassup?"
245,Furthest Thing,Nothing Was The Same,2013,0.484,0.147,0.78,0.0,0.0572,-5.264,0.135,137.105,0.271,62,"[Verse 1]Somewhere between psychotic and iconicSomewhere between I want it and I got itSomewhere between I'm sober and I'm liftedSomewhere between a mistress and commitmentBut I stay down, girl, I always stay downGet down, never lay downPromise to break everybody off before I break downEveryone just wait now, so much on my plate nowPeople I believed in, they don't even show they face nowWhat they got to say now? Nothin' they can say nowNothin' really changed but still they look at me a way nowWhat more can I say now? What more can I say now?You might feel like nothin' was the same[Chorus]I still been drinkin' on the low, mobbin' on the lowFuckin' on the low, smokin' on the lowI still been plottin' on the low, schemin' on the lowThe furthest thing from perfect, like everyone I knowI just been drinkin' on the low, mobbin' on the lowFuckin' on the low, smokin' on the lowI just been plottin' on the low, schemin' on the lowThe furthest thing from perfect, like everyone I know[Verse 2]And I hate that you don't think I belong to yaJust too busy runnin' shit to run home to yaYou know that paper my passionBittersweet celebrations, I know I can't change what happenedI can't help it, I can't help it, I was young and I was selfishI made every woman feel like she was mine and no one else'sAnd now you hate me, stop pretendin', stop that frontin', I can't take itGirl, don't treat me like a stranger, girl, you know I seen you nakedGirl, you know that I remember, don't be a pretenderGettin' high at the condo, that's when it all comes togetherYou know I stay reminiscing and make-up sex is traditionBut you been missin', girl, and you might feel like nothin' was the same"
246,Started From the Bottom,Nothing Was The Same,2013,0.793,0.0319,0.524,0.0,0.156,-7.827,0.156,86.325,0.579,70,"[Intro]Started—Zombie on the track[Chorus]Started from the bottom, now we're hereStarted from the bottom, now my whole team fuckin' hereStarted from the bottom, now we're hereStarted from the bottom, now the whole team here, niggaStarted from the bottom, now we're hereStarted from the bottom, now my whole team here, niggaStarted from the bottom, now we're hereStarted from the bottom, now the whole team fuckin' here[Verse 1]I done kept it real from the jumpLivin' at my momma's house, we'd argue every monthNigga, I was tryna get it on my ownWorkin' all night, traffic on the way homeAnd my uncle callin' me, like, ""Where you at?I gave you the keys, told you bring it right back”Nigga, I just think it's funny how it goesNow I'm on the road, half a million for a show, and we—[Chorus]Started from the bottom, now we're hereStarted from the bottom, now my whole team fuckin' hereStarted from the bottom, now we're hereStarted from the bottom, now the whole team here, niggaStarted from the bottom, now we're hereStarted from the bottom, now the whole team fuckin' hereStarted from the bottom, now we're hereStarted from the bottom, now the whole team here, nigga"
247,Wu-Tang Forever,Nothing Was The Same,2013,0.836,0.0474,0.427,0.0,0.101,-8.516,0.27,99.912,0.368,61,"[Intro](Machine gun rap for all my niggas in the back) Uh(Machine gun rap for all my niggas in the back) Uh(Machine gun rap for all my niggas in the back) Uh(Machine gun rap for all my niggas in the back) I[Chorus]I just love when I'm with youYeah, this shit is on tenWe used to be friends, girl, and even back thenYou would look at me with no hesitation and you'd tell meBaby, it's yours, nobody else'sYeah, this shit belong to nobodyIt's yours, nobody else'sYeah, this shit belong to nobody and thatWhat made me think about the game, girlAnd how I switched it up with a new thingYoung nigga came through on his Wu-TangAnd nowadays when I ask about who got itThey say it's yours, nobody else'sYeah, this shit belong to nobodyIt's yours, nobody else'sYeah, this shit belong to nobodyIt's yours, it's yours, it's yours, it's yoursThat's for sure, that's for sure (Yeah)It's yours, it's yours, it's yours, it's yoursThat's for sure, that's for sure"
248,Own It,Nothing Was The Same,2013,0.653,0.0481,0.341,3.51e-05,0.312,-11.305,0.102,103.061,0.292,56,"[Intro: PARTYNEXTDOOR]Own itIt's yoursIt's yours[Verse 1: Drake & PARTYNEXTDOOR]YoursYou're still the one that I adoreAin't much out there to have feelings forGuess whose it is? Guess whose it is? (Yours)Guess whose it is? Guess whose it is? YoursA few bottles on the table, a few watersIt ain't a secret, baby, everybody saw usGuess whose it is? Guess whose it is?Guess whose it is? It's yoursNext time we fuck, I don't wanna fuck, I wanna make loveNext time we talk, I don't wanna just talk, I wanna trustNext time I stand tall, I wanna be standin' for youAnd next time I spend, I want it all to be for you, ohPeakin', I'm peakin'Wake up with me this weekend, we can, ohGuess whose it is? Guess whose it is?Guess whose it is? It's yours[Chorus: PARTYNEXTDOOR]Own it, own it, own it, own itOwn it, own it, own it, own itOwn it, own it, own it, own itOwn it, own it, own it, I saidGo own that shit, own that shitOwn that shit, own that shitGo and own that shit, own that shitOwn that shit, you own that shit, go andOwn it, own it, own it, own itOwn it, own it, own it, own itOwn it, own it, own it, own itOwn it, own it, own it, own itGo own that shit, own that shitOwn that shitOwn that shit, own that shitOwn that shit"
249,Worst Behavior,Nothing Was The Same,2013,0.78,0.158,0.799,0.0,0.209,-6.359,0.15,109.944,0.414,61,"[Verse 1]Worst—Motherfucker never loved usFucker never loved usYou ain't know, now you know nowStill at it, scrub Js with a toothbrushShit, niggas still playing my old shitBut your shit is like the police askin' us questionsNigga, we don't know shitFlexin'—nigga, I'm just flexin'Nigga never loved usDo it look like we stressin'?Look at you, look at you and look at youAww, I'm glad that they chose us'Cause, man, it's a missionTryna fight to the finish just to see, am I finished?[Chorus]On my worst behavior, no?They used to never want to hear usRemember? Motherfucker never loved usRemember? MotherfuckerRemember? Motherfucker never loved usI'm on my worst behaviorDon't you ever get it fucked upMotherfuckers never loved usMan, motherfuckers never loved usWorst behaviorMotherfuckers never loved usFucker never loved usWorst behavior"
250,From Time,Nothing Was The Same,2013,0.739,0.626,0.491,0.0,0.126,-9.726,0.413,94.391,0.448,72,"[Verse 1: Jhené Aiko]What's up?Been a minute since we kicked it, you've been caught upWith them bitches, I don't get it, you're a star, loveYou shouldn't have to deal with thatI'd never make you feel like that'Cause[Chorus: Jhené Aiko]I love meI love me enough for the both of usThat's why you trust meI know you been through more than most of usSo what are youWhat are you, what are you so afraid of?Darling, youYou give, but you cannot take love[Verse 2: Drake]Yeah, I needed to hear that shit, I hate when you're submissivePassive aggressive when we're texting, I feel the distanceI look around the peers that surround me, these niggas trippingI like when money makes a difference but don't make you differentStarted realizing a couple places I could take itI want to get back to when I was that kid in the basementI want to take it deeper than money, pussy, vacationAnd influence a generation that's lacking in patienceI've been dealing with my dad, speaking of lack of patienceJust me and my old man getting back to basicsWe've been talking 'bout the future and time that we wastedWhen he put that bottle down, girl, that nigga's amazingWell, fuck it, we had a couple CoronasWe might have rolled a white paper, just something to hold usWe even talked about you and our couple of momentsHe said we should hash it out like a couple of grown-upsYou a flower child, beautiful child, I'm in your zoneLooking like you came from the seventies on your ownMy mother is sixty-six and her favorite line to hit me with is""Who the fuck wants to be seventy and alone?""You don't even know what you want from love anymoreI search for something I'm missing and disappear when I'm boredBut girl, what qualities was I looking for before?Who you settling for? Who better for you than the boy, huh?"
251,"Hold On, We're Going Home",Nothing Was The Same,2013,0.777,0.00421,0.414,2.73e-05,0.0724,-7.44,0.0946,100.002,0.287,77,
252,Connect,Nothing Was The Same,2013,0.683,0.406,0.49,0.0,0.132,-9.469,0.135,75.03,0.465,55,"[Spoken Intro: Shawn Lawrence]""There's three balls and a strikeHere's the pitchIt's belted deep to centerRevere goes back, jumps at the wall, and it's gone!""[Verse 1: Drake]Yeah, isn't it amazingHow you talk all this shit and we still lack communication?How beautiful our kids would be, girl, I don't need convincingHow every conversation starts with, ""This time will be different""Oh, oh, the idea is funOh, the idea is funOh, the idea is so fun every timeAt least we try for home run every time[Chorus: Drake]Swanging, eyes closed, just swangingSame city, same friends, if you're looking for meSame city, same friends, if you're lookingI'll be here, just swangingDon't talk to me like I'm famousAnd don't assume, 'cause I don't respect assumptions, babeI'm just tryna connect with somethin', babeYeah, swanging"
253,The Language,Nothing Was The Same,2013,0.831,0.0125,0.651,0.0,0.0809,-8.363,0.437,120.065,0.502,58,"[Intro: Drake]YeahYeah, yeahYeah, yeahYeah, yeahYeah, yeahLook, look[Verse 1: Drake]I don't know why they been lyin' but your shit is not that inspirin'Bank account statement just look like I'm ready for early retirementFuck any nigga that's talking that shit just to get a reactionFuck going platinum, I look at my wrist and it's already platinumI am the kid with the motor mouthI am the one you should worry 'boutI don't know who you're referring toWho is this nigga you heard about?Someone just talking that bullshitMan, someone just gave you the run-aroundNiggas downplayin' the moneyBut that's what you do when the money downI don't waste time puttin' money downI just go straight to who got it and buy it in cashPussy so good that you gotta come see me on tourAnd you gotta fly in first classThis has been years in the makin'It's all for the city, they know I come right every summerCash Money Records forever, I'm always big timin'Bitch, I came up right under Stunna, you know it"
254,305 To My City,Nothing Was The Same,2013,0.419,0.056,0.495,0.0,0.144,-8.781,0.348,67.622,0.132,50,"[Intro]Drop down, drop-drop (Shit is real out here)Drop down, drop-dropDrop-drop-drop down, drop-dropGet it (Yeah)Get itDrop down, drop-drop[Chorus: Detail]Oooh, I got the 305 to my cityI get it, I get itI get it, I get itI swear that I get it, I get it, I get itWe did it, we did itWe did it, we did itWe so far from finishedI brought you right back just so we can relive it[Bridge: Drake]I get it, I get itI get it, I get itYour hustle don't ever go unnoticed, babyI'm with you, I'm with it, ohI get it, I get itI get it, I get itI get it, I get it"
255,Too Much,Nothing Was The Same,2013,0.681,0.173,0.569,0.0,0.18,-5.859,0.546,140.532,0.147,64,"[Chorus: Sampha]Don't think about it too much, too much, too much, too muchThere's no need for us to rush it throughDon't think about it too much, too much, too much, too muchThis is more than just a new lust for you(Oh, don't think about—)[Verse 1: Drake]Done sayin' I'm done playin'Last time was on the outroStuck in the house, need to get out moreI've been stackin' up like I'm fundraisingMost people in my position get complacentWanna come places with star girlsAnd they end up on them front pagesI'm quiet with it, I just ride with itMoment I stop having fun with it, I'll be done with itI'm the only one that's putting shots upAnd like a pot luck, you need to come with it, don't run from itLike H-Town in the summertime, I keep it one hundredMet a lot of girls in my times thereWord to Paul Wall, not one frontedI was birthed there in my first yearMan, I know that place like I come from itBackstage at Warehouse in '09 like, ""Is Bun coming?Fuck that, is anyone comin''Fore I show up there and there's no one there?""These days, I could probably pack itFor like twenty nights if I go in thereBack rub from my main thing, I've been stressed outTalkin' to her like back then they didn't want me, I'm blessed nowTalkin' to her like this drop, bet a million copies get pressed outShe tell me, ""Take a deep breathYou're too worried about being the best out"""
256,Pound Cake / Paris Morton Music 2,Nothing Was The Same,2013,0.52,0.139,0.761,1.13e-05,0.114,-6.75,0.536,164.083,0.264,65,
257,Over My Dead Body,Take Care (Deluxe),2011,0.489,0.759,0.57,2.1e-06,0.179,-10.291,0.306,185.516,0.584,68,"[Intro: Chantal Kreviazuk]How I'm feeling, it doesn't matter'Cause you know I'm okayInstead, I ask myself, ""Why do you worry?""When you know, you know I'm the sameI know, I know you don't love me, babyThey're trying to take you away from meOnly over my dead body[Verse 1: Drake]I think I killed everybody in the game last yearMan, fuck it, I was on, thoughAnd I thought I found the girl of my dreams at the strip clubMmm-mmm, fuck it, I was wrong, thoughShout out to all my niggas livin' tax-freeNowadays, it's six figures when they tax meOh well, guess you lose some and win someLong as the outcome is incomeYou know I want it all and then someShout out to Asian girls, let the lights dim someShots came, I don't know where they was sent fromProbably some bad hoes I'm 'bout to take the hint fromYeah, you know me well, nigga, yeahI mean you ain't the only real niggaThey got me on these white women like Seal, niggaSlave to the pussy, but I'm just playin' the field, nigga, yeahAre these people really discussin' my career again?Askin' if I'll be goin' platinum in a year again?Don't I got the shit the world wanna hear again?Don't Michael Jordan still got his hoop earring in?Man, all of your flows bore me, paint dryin'And I don't ever be trippin' off of what ain't mineAnd I be hearin' the shit you say through the grapevineBut jealousy is just love and hate at the same time, yeahIt's been that way from the beginnin'I just been playin', I ain't even notice I was winnin'And this is the only sound you should fearMan, these kids wear crowns over here and everything is alright"
258,Shot For Me,Take Care (Deluxe),2011,0.566,0.0555,0.465,0.0,0.567,-11.714,0.235,143.015,0.177,74,"[Verse 1]I can see it in your eyes, you're angryRegret got shit on what you're feelin' nowMad 'cause he ain't like meOh, you mad 'cause nobody ever did it like meAll the care I would takeAll the love that we madeNow you're trying to find somebody to replace what I gave to youIt's a shame you didn't keep itAlisha, Catya, I know that you gon' hear thisI'm the man, yeah, I said itBitch, I'm the man, don't you forget itThe way you walk, that's meThe way you talk, that's meThe way you got your hair up, did you forget that's me?And the voice in your speaker right now, that's meThat's meAnd the voice in your ear, that's meCan't you see that I made it? Yeah, I made itFirst I made you who you are and then I made itAnd you're wasted with your latestYeah, I'm the reason why you always gettin' faded[Chorus]Take a shot for me (Oh-oh-oh-oh, oh-oh-oh-oh)Take a shot for me (Oh-oh-oh-oh, oh-oh-oh-oh)Take a shot for me (Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh, oh-oh)A shot for me (Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh, oh-oh)A shot for me"
259,Headlines,Take Care (Deluxe),2011,0.636,0.365,0.566,0.000353,0.0917,-7.16,0.106,151.894,0.425,82,"[Verse 1]I might be too strung out on complimentsOverdosed on confidenceStarted not to give a fuck and stopped fearin' the consequenceDrinkin' every night because we drink to my accomplishmentsFaded way too long, I'm floatin' in and out of consciousnessAnd they sayin' I'm back, I'd agree with thatI just take my time with all this shit, I still believe in thatI had someone tell me I fell off, ooh, I needed thatAnd they want to see me pick back up, well, where'd I leave it at?I know I exaggerated things, now I got it like thatTuck my napkin in my shirt 'cause I'm just mobbin' like thatYou know good and well that you don't want a problem like thatYou gon' make someone around me catch a body like thatNo, don't do it (Ayy), please don't do it (Ayy)'Cause one of us goes in and we all go through it (Ayy)And Drizzy got the money, so Drizzy gon' pay itThose my brothers, I ain't even gotta say itThat's just something they know[Chorus]They know, they know, they knowThey know, they know, they knowThey know, they know, they knowYeah, they know, yeahThat the real is on the riseFuck them other guysI even gave 'em a chance to decideNow it's something they knowThey know, they know, they know (Yeah)"
260,Crew Love,Take Care (Deluxe),2011,0.418,0.227,0.546,0.0,0.229,-9.057,0.238,160.152,0.294,75,"[Intro: The Weeknd]Ooh, oohWoah, yeahOoh (Yeah)[Verse 1: The Weeknd]Take your nose off my keyboardWhat you bothering me for?There's a room full of niggasWhat you following me for?This ain't no fuckin' sing-alongSo, girl, what you singin' for?It's 'cause we blowing like a C4Got my whole crew blowin' like a C4Twenty, keep the bar rollin'Fake IDs in the trash, we goin'Straight to the top, rooftop glowsWith a handful of girls and they all so foreignBrain so poisoned, rainbows flowin'Light-skinned chick, first flight from PolandA whole lotta friends, first flight from PolandA whole lotta cash comin' straight from Poland[Chorus: The Weeknd]Why? 'Cause they loving the crewThey loving the crewThey loving the crewOh, they loving the crewOh, they loving the crewThey loving the crewThey loving the crewThey loving the crew, woah"
261,Take Care,Take Care (Deluxe),2011,0.629,0.0267,0.515,1.22e-05,0.0888,-10.358,0.265,121.845,0.299,80,"[Chorus: Rihanna]I know you've been hurt by someone elseI can tell by the way you carry yourselfIf you let me, here's what I'll doI'll take care of you (I'll take, I'll take)I've loved and I've lost[Verse 1: Drake]I've asked about you and they told me thingsBut my mind didn't change and I still feel the sameWhat's a life with no fun? Please don't be so ashamedI've had mine, you've had yours, we both know, we knowThey won't get you like I will, my only wish is I die real'Cause that truth hurts and those lies healAnd you can't sleep thinkin' that he lies stillSo you cry still, tears all in the pillowcaseBig girls all get a little taste, awPushing me away so I give her space, awDealin' with a heart that I didn't breakI'll be there for you, I would care for youI keep thinking you just don't knowTryna run from that, say you done with thatOn your face, girl, it just don't showWhen you're ready, just say you're readyWhen all the baggage just ain't as heavyAnd the party's over, just don't forget meWe'll change the pace and we'll just go slowYou won't ever have to worryYou won't ever have to hideAnd you've seen all my mistakesSo look me in my eyes"
